product_id,product_name,stat_date,traffic_acquisition_score,traffic_conversion_score,content_marketing_score,customer_acquisition_score,service_quality_score,total_score,level,amount,price,sales_num,visitor_num,visitor_sales_ratio
P08255,家居特惠款,2025-01-01,26.44,47.0,24.26,63.29,3.16,32.83,D,11528084.88,2897.96,3978,96272,24.2
P08256,女装基础款,2025-01-27,16.11,10.5,45.61,79.43,24.8,35.29,D,6846212.24,6434.41,1064,9073,8.53
P08257,食品基础款,2025-01-04,30.5,23.57,22.32,94.77,84.76,51.18,C,1858993.8,2047.35,908,21419,23.59
P08258,男装特惠款,2025-01-12,47.25,53.45,29.8,68.39,13.86,42.55,D,46266411.36,9373.26,4936,46824,9.49
P08259,玩具升级版,2025-01-04,63.41,78.06,87.69,10.44,38.51,55.62,C,12347991.34,2601.22,4747,125881,26.52
P08260,美妆特惠款,2025-01-01,71.65,51.54,64.79,23.62,49.13,52.15,C,561580.8,850.88,660,16949,25.68
P08261,食品特惠款,2025-01-05,9.67,52.55,19.52,80.69,72.85,47.06,D,563820.07,158.51,3557,40940,11.51
P08262,家电特惠款,2025-01-09,84.07,30.15,52.19,60.17,93.3,63.98,C,3146504.0,869.2,3620,75611,20.89
P08263,家居基础款,2025-01-29,68.27,89.56,35.54,95.26,82.67,74.26,B,1604405.88,6798.33,236,5403,22.89
P08264,图书特惠款,2025-01-04,52.68,23.8,84.91,61.94,83.97,61.46,C,3672753.54,8936.14,411,5136,12.5
P08265,男装升级版,2025-01-23,73.52,47.46,99.7,56.81,74.6,70.42,B,510456.87,6629.31,77,476,6.18
P08266,家居限量款,2025-01-05,86.28,8.84,73.11,98.29,60.38,65.38,C,2361403.2,1385.8,1704,1957,1.15
P08267,玩具基础款,2025-01-12,25.02,58.73,97.06,53.14,8.02,48.39,D,1530937.35,8952.85,171,4980,29.12
P08268,女装基础款,2025-01-23,74.8,95.54,3.0,90.93,88.66,70.59,B,6879817.32,2045.13,3364,29441,8.75
P08269,玩具特惠款,2025-01-01,54.06,20.15,2.57,98.61,28.07,40.69,D,7158324.72,1788.24,4003,4250,1.06
P08270,男装升级版,2025-01-29,67.47,11.85,94.68,72.76,98.86,69.12,C,2477511.4,3585.4,691,11125,16.1
P08271,美妆基础款,2025-01-23,24.64,90.53,62.81,54.23,39.28,54.3,C,7866362.4,2966.2,2652,16204,6.11
P08272,玩具基础款,2025-01-24,30.47,33.66,12.29,75.88,31.4,36.74,D,5879189.58,1895.29,3102,13317,4.29
P08273,家电基础款,2025-01-09,13.09,79.7,65.91,35.33,98.07,58.42,C,9405918.0,8473.8,1110,27295,24.59
P08274,食品特惠款,2025-01-10,29.3,18.88,16.11,96.22,57.24,43.55,D,17189474.82,4052.21,4242,98944,23.32
P08275,玩具特惠款,2025-01-29,17.39,87.42,38.03,17.15,5.86,33.17,D,5838518.1,2665.99,2190,28350,12.95
P08276,玩具限量款,2025-01-25,48.86,83.09,88.62,41.95,36.29,59.76,C,21568363.01,5121.91,4211,66802,15.86
P08277,玩具特惠款,2025-01-29,32.21,15.99,97.36,39.66,30.53,43.15,D,13028306.83,9952.87,1309,26528,20.27
P08278,美妆特惠款,2025-01-01,69.86,86.54,41.0,33.75,51.1,56.45,C,764014.68,277.42,2754,29728,10.79
P08279,男装特惠款,2025-01-15,72.09,70.85,39.65,67.22,47.64,59.49,C,23707741.34,9551.87,2482,29106,11.73
P08280,玩具基础款,2025-01-02,28.93,33.72,43.05,73.8,11.53,38.21,D,2077111.24,1769.26,1174,7875,6.71
P08281,图书特惠款,2025-01-25,46.05,73.09,88.37,60.74,87.72,71.19,B,4338824.66,2526.98,1717,39841,23.2
P08282,美妆基础款,2025-01-14,89.85,61.69,46.48,31.62,14.31,48.79,D,1485925.76,2237.84,664,2263,3.41
P08283,美妆基础款,2025-01-19,0.18,72.12,90.42,14.89,2.1,35.94,D,3258063.87,8206.71,397,9222,23.23
P08284,女装升级版,2025-01-03,85.42,49.5,53.62,5.46,69.28,52.66,C,28248534.86,5811.26,4861,16081,3.31
P08285,美妆升级版,2025-01-29,59.01,20.55,71.93,34.27,0.72,37.3,D,18107272.8,9200.85,1968,54494,27.69
P08286,美妆升级版,2025-01-20,92.0,25.93,73.13,73.07,22.55,57.34,C,6419024.64,1592.02,4032,68966,17.1
P08287,女装升级版,2025-01-17,97.45,13.53,11.36,31.55,15.93,33.96,D,13823707.08,3445.59,4012,103633,25.83
P08288,家电升级版,2025-01-22,50.19,24.03,44.75,45.66,74.8,47.89,D,6056184.24,8517.84,711,10834,15.24
P08289,家居限量款,2025-01-23,45.3,46.87,93.17,81.21,42.88,61.89,C,11869639.6,5061.68,2345,52099,22.22
P08290,家居限量款,2025-01-28,73.62,37.25,41.98,39.98,44.71,47.51,D,1997664.02,5981.03,334,3314,9.92
P08291,美妆升级版,2025-01-24,42.53,67.39,9.34,3.79,14.28,27.47,D,5045211.36,1404.96,3591,59526,16.58
P08292,家电特惠款,2025-01-26,97.05,10.74,77.97,39.65,45.8,54.24,C,28743836.31,8004.41,3591,90595,25.23
P08293,食品特惠款,2025-01-20,78.6,58.47,61.75,11.35,32.54,48.54,D,2374205.04,646.57,3672,63388,17.26
P08294,女装特惠款,2025-01-19,56.07,40.99,26.08,63.14,11.73,39.6,D,16274408.92,5369.32,3031,82538,27.23
P08295,女装基础款,2025-01-23,42.17,36.48,50.79,51.7,63.2,48.87,D,10936201.38,2580.51,4238,18409,4.34
P08296,食品基础款,2025-01-21,12.2,88.55,18.12,68.65,38.12,45.13,D,31082181.76,7070.56,4396,101122,23.0
P08297,家居升级版,2025-01-16,36.13,96.47,66.95,8.65,54.86,52.61,C,21963314.42,7607.66,2887,25985,9.0
P08298,女装基础款,2025-01-25,43.11,84.47,64.07,42.74,90.86,65.05,C,17575855.44,3598.66,4884,78329,16.04
P08299,女装基础款,2025-01-10,88.06,68.3,29.9,23.97,43.54,50.75,C,21251519.1,6931.35,3066,44903,14.65
P08300,家居限量款,2025-01-07,1.94,62.07,7.43,48.66,16.7,27.36,D,3827442.52,2565.31,1492,27078,18.15
P08301,家居特惠款,2025-01-20,97.59,84.64,12.03,87.38,15.19,59.37,C,6990865.76,7707.68,907,5261,5.8
P08302,图书特惠款,2025-01-06,52.59,54.7,70.22,69.68,57.59,60.96,C,26825924.53,7516.37,3569,60609,16.98
P08303,图书特惠款,2025-01-03,33.46,5.71,70.96,89.4,65.21,52.95,C,25374955.32,6572.12,3861,26081,6.75
P08304,玩具特惠款,2025-01-12,87.63,54.22,87.54,80.38,12.42,64.44,C,1011637.83,1039.71,973,22521,23.15
P08305,食品升级版,2025-01-17,9.54,79.41,46.01,68.89,65.51,53.87,C,20179705.25,7063.25,2857,43344,15.17
P08306,女装升级版,2025-01-01,5.34,54.34,50.29,19.06,1.09,26.02,D,5780516.06,3214.97,1798,21511,11.96
P08307,家电特惠款,2025-01-28,5.49,79.99,73.75,0.39,22.28,36.38,D,221544.0,102.0,2172,46808,21.55
P08308,家电限量款,2025-01-30,88.57,6.13,73.92,37.01,40.63,49.25,D,3460978.82,5787.59,598,17176,28.72
P08309,食品升级版,2025-01-04,6.48,22.35,5.36,86.26,8.21,25.73,D,11038387.04,5620.36,1964,39333,20.03
P08310,玩具特惠款,2025-01-24,91.16,83.4,75.28,45.22,0.59,59.13,C,3246068.71,697.03,4657,71504,15.35
P08311,家居基础款,2025-01-02,72.61,88.03,47.01,45.99,67.65,64.26,C,6940429.66,6635.21,1046,24094,23.03
P08312,美妆限量款,2025-01-20,24.28,84.45,23.88,72.48,56.31,52.28,C,16957927.68,8915.84,1902,3368,1.77
P08313,玩具特惠款,2025-01-01,8.24,88.45,68.19,5.59,14.31,36.96,D,19891789.25,8940.13,2225,41870,18.82
P08314,图书基础款,2025-01-28,37.71,98.49,22.54,63.8,37.6,52.03,C,634555.6,4532.54,140,1694,12.1
P08315,女装基础款,2025-01-20,0.34,79.32,67.56,10.35,38.71,39.26,D,24694789.35,5004.01,4935,103251,20.92
P08316,玩具基础款,2025-01-07,21.44,49.45,1.65,90.83,69.63,46.6,D,9886485.84,3180.98,3108,28223,9.08
P08317,女装特惠款,2025-01-18,70.47,82.71,21.12,14.73,36.19,45.04,D,12132265.86,7644.78,1587,47267,29.78
P08318,食品特惠款,2025-01-14,97.88,76.36,9.14,95.65,36.11,63.03,C,6311766.37,3650.53,1729,3444,1.99
P08319,女装限量款,2025-01-14,22.62,32.38,85.58,59.37,12.67,42.52,D,1986831.33,3168.79,627,11837,18.88
P08320,图书基础款,2025-01-09,30.49,74.33,74.79,39.93,89.31,61.77,C,8067988.5,4889.69,1650,44009,26.67
P08321,家电升级版,2025-01-30,59.44,78.56,18.25,23.84,7.95,37.61,D,12368015.1,3056.85,4046,116370,28.76
P08322,男装特惠款,2025-01-30,8.71,83.29,45.97,87.78,14.04,47.96,D,1834255.8,486.54,3770,15206,4.03
P08323,女装限量款,2025-01-24,87.37,49.85,23.46,69.81,34.34,52.97,C,16024888.27,5566.13,2879,9632,3.35
P08324,女装限量款,2025-01-14,75.44,15.5,89.14,22.69,89.32,58.42,C,2279292.25,479.75,4751,97238,20.47
P08325,图书特惠款,2025-01-13,58.09,91.93,12.04,9.04,31.19,40.46,D,8106630.84,8773.41,924,4721,5.11
P08326,美妆特惠款,2025-01-16,20.54,87.6,62.08,52.76,71.32,58.86,C,17330130.28,8682.43,1996,14980,7.51
P08327,家电升级版,2025-01-03,67.5,28.88,56.46,80.22,77.39,62.09,C,11517791.22,6321.51,1822,47840,26.26
P08328,美妆升级版,2025-01-05,40.89,91.22,50.99,0.24,5.99,37.87,D,6996685.92,6606.88,1059,16733,15.8
P08329,女装特惠款,2025-01-06,40.99,47.17,1.61,35.01,35.12,31.98,D,26723532.22,8964.62,2981,40835,13.7
P08330,图书升级版,2025-01-11,22.28,85.44,83.3,27.2,35.09,50.66,C,40831515.84,9888.96,4129,12611,3.05
P08331,图书特惠款,2025-01-14,57.63,63.54,90.72,79.69,77.64,73.84,B,3853992.0,4817.49,800,18847,23.56
P08332,女装基础款,2025-01-03,17.05,79.63,35.92,40.04,20.09,38.55,D,9086152.88,2412.68,3766,5181,1.38
P08333,美妆限量款,2025-01-15,72.69,36.34,75.94,60.11,83.11,65.64,C,39670865.0,8315.0,4771,70111,14.7
P08334,图书基础款,2025-01-19,57.98,26.16,91.86,45.81,87.02,61.77,C,12837784.27,4252.33,3019,24443,8.1
P08335,美妆特惠款,2025-01-13,2.84,14.34,43.01,95.21,74.4,45.96,D,18442484.0,6239.0,2956,67075,22.69
P08336,食品特惠款,2025-01-08,74.81,47.64,65.59,81.13,91.73,72.18,B,26432761.92,5443.32,4856,70001,14.42
P08337,女装升级版,2025-01-06,85.68,99.17,21.94,86.16,29.77,64.54,C,13460260.68,5313.96,2533,42004,16.58
P08338,玩具限量款,2025-01-28,23.43,1.12,80.74,57.76,76.24,47.86,D,844425.81,292.29,2889,44824,15.52
P08339,男装升级版,2025-01-14,57.25,69.92,56.6,54.41,30.5,53.74,C,34846727.76,9712.02,3588,55453,15.46
P08340,女装限量款,2025-01-21,37.06,83.1,49.95,6.97,99.64,55.34,C,7716897.9,3727.97,2070,25583,12.36
P08341,家电特惠款,2025-01-17,52.86,4.17,64.42,36.56,95.09,50.62,C,759006.6,2300.02,330,8735,26.47
P08342,食品特惠款,2025-01-24,28.33,1.77,10.74,98.06,77.57,43.29,D,2342867.43,7631.49,307,3836,12.5
P08343,美妆升级版,2025-01-10,76.02,32.61,12.77,98.41,59.19,55.8,C,9850615.32,2122.52,4641,23217,5.0
P08344,女装升级版,2025-01-04,87.04,37.1,27.74,73.35,43.33,53.71,C,16540122.6,4192.68,3945,79134,20.06
P08345,家居限量款,2025-01-21,35.41,60.78,70.74,36.41,84.14,57.5,C,12172899.36,5553.33,2192,23657,10.79
P08346,图书特惠款,2025-01-25,3.87,80.56,59.71,88.98,12.02,49.03,D,20065781.25,4693.75,4275,91427,21.39
P08347,食品升级版,2025-01-26,13.99,7.98,32.95,78.38,48.96,36.45,D,10622405.11,2703.59,3929,75402,19.19
P08348,食品基础款,2025-01-23,60.76,2.39,48.7,12.51,32.8,31.43,D,14487613.92,3725.28,3889,41712,10.73
P08349,食品限量款,2025-01-03,67.47,17.34,31.87,25.65,50.71,38.61,D,2007288.52,592.82,3386,76782,22.68
P08350,食品限量款,2025-01-14,88.63,44.71,25.52,42.04,46.56,49.49,D,31133.81,186.43,167,1361,8.15
P08351,女装升级版,2025-01-23,68.08,44.87,67.89,49.76,22.33,50.59,C,1661143.65,5079.95,327,8035,24.57
P08352,图书基础款,2025-01-24,60.35,26.54,29.38,35.87,41.01,38.63,D,29383270.15,6192.47,4745,53479,11.27
P08353,图书特惠款,2025-01-05,15.63,3.03,5.1,17.15,19.21,12.02,D,218635.2,60.48,3615,67408,18.65
P08354,图书升级版,2025-01-25,5.93,74.11,16.31,42.11,34.26,34.54,D,15386836.5,5625.9,2735,81325,29.73
P08355,男装特惠款,2025-01-03,11.75,89.56,51.13,13.36,68.31,46.82,D,1611171.2,1596.8,1009,14853,14.72
P08356,食品基础款,2025-01-29,56.91,87.46,71.59,27.41,79.19,64.51,C,8177697.35,3873.85,2111,28293,13.4
P08357,家居特惠款,2025-01-25,40.18,0.64,35.17,12.4,98.82,37.44,D,454383.62,2720.86,167,4833,28.94
P08358,家电基础款,2025-01-01,78.87,27.59,20.46,97.1,3.46,45.5,D,4443138.81,4793.03,927,21674,23.38
P08359,家居特惠款,2025-01-09,9.46,65.94,35.03,99.53,31.4,48.27,D,7404486.72,3374.88,2194,29505,13.45
P08360,美妆基础款,2025-01-18,81.08,28.58,49.42,88.64,7.23,50.99,C,5597872.1,1500.77,3730,67756,18.17
P08361,图书基础款,2025-01-30,2.94,78.34,24.69,26.07,56.41,37.69,D,8678005.56,7004.04,1239,10318,8.33
P08362,食品升级版,2025-01-17,72.8,22.84,94.91,67.0,24.57,56.42,C,9246687.75,2999.25,3083,51134,16.59
P08363,玩具基础款,2025-01-06,28.56,69.32,98.23,35.86,35.96,53.59,C,19117075.82,3824.18,4999,117775,23.56
P08364,家居限量款,2025-01-27,66.21,56.64,92.62,26.87,18.32,52.13,C,9035625.6,5228.95,1728,45255,26.19
P08365,家电特惠款,2025-01-19,83.18,81.66,6.26,70.02,98.36,67.9,C,17762672.88,6667.67,2664,17013,6.39
P08366,美妆限量款,2025-01-08,57.15,0.5,55.32,14.9,56.2,36.81,D,13150960.2,3845.31,3420,12830,3.75
P08367,家居特惠款,2025-01-15,68.21,98.47,33.68,58.79,35.73,58.98,C,7224895.95,9493.95,761,11656,15.32
P08368,玩具基础款,2025-01-27,68.73,96.54,0.74,45.91,27.71,47.93,D,14097864.69,3256.61,4329,72605,16.77
P08369,食品限量款,2025-01-20,47.84,7.91,4.14,16.87,23.11,19.97,D,8488167.66,6519.33,1302,11372,8.73
P08370,家电特惠款,2025-01-29,73.49,56.16,30.9,71.1,26.46,51.62,C,10347874.51,2356.61,4391,55203,12.57
P08371,家居限量款,2025-01-24,96.84,38.05,56.98,78.93,21.46,58.45,C,2567967.3,8885.7,289,7611,26.34
P08372,玩具限量款,2025-01-04,78.64,14.21,71.74,62.67,85.42,62.54,C,12258828.68,2480.54,4942,65336,13.22
P08373,食品限量款,2025-01-26,68.38,56.8,98.71,63.59,20.27,61.55,C,7081161.24,6593.26,1074,22797,21.23
P08374,美妆限量款,2025-01-29,10.01,26.66,74.6,65.44,45.88,44.52,D,8627539.68,2292.12,3764,7311,1.94
P08375,男装特惠款,2025-01-10,69.85,92.23,61.14,55.21,16.51,58.99,C,1912346.54,5657.83,338,7923,23.44
P08376,图书限量款,2025-01-10,31.07,57.96,64.99,89.27,90.43,66.74,C,13068751.2,7993.12,1635,15260,9.33
P08377,美妆升级版,2025-01-12,7.46,50.02,88.38,61.62,23.6,46.22,D,3012536.88,2319.12,1299,36921,28.42
P08378,家电升级版,2025-01-19,44.33,10.25,23.05,69.48,8.89,31.2,D,6614857.54,2690.06,2459,49763,20.24
P08379,男装限量款,2025-01-17,37.66,95.02,74.91,49.73,0.88,51.64,C,10565579.04,6334.28,1668,33203,19.91
P08380,家电限量款,2025-01-25,29.66,94.85,11.66,29.45,19.71,37.07,D,20675882.71,4800.53,4307,43708,10.15
P08381,家居特惠款,2025-01-15,39.46,70.7,52.85,16.8,61.66,48.29,D,470928.12,3018.77,156,445,2.85
P08382,美妆基础款,2025-01-04,43.98,19.04,4.6,21.73,34.6,24.79,D,5421272.02,1697.33,3194,15033,4.71
P08383,家居升级版,2025-01-24,52.62,57.57,24.58,23.21,94.4,50.48,C,12814831.2,9422.67,1360,36834,27.08
P08384,食品限量款,2025-01-23,66.53,4.68,44.58,8.28,14.28,27.67,D,2574930.6,7802.82,330,922,2.79
P08385,家居特惠款,2025-01-02,62.21,73.32,85.09,83.2,40.41,68.85,C,1013404.48,343.76,2948,85862,29.13
P08386,家居升级版,2025-01-16,28.7,98.57,19.53,78.33,96.97,64.42,C,13085722.8,2840.4,4607,54561,11.84
P08387,美妆特惠款,2025-01-07,53.38,68.32,43.91,70.76,99.05,67.08,C,2827078.32,2371.71,1192,8864,7.44
P08388,男装限量款,2025-01-05,21.24,33.12,4.52,23.7,39.78,24.47,D,15562828.26,3734.78,4167,64898,15.57
P08389,食品特惠款,2025-01-04,2.88,27.15,87.52,81.83,86.59,57.19,C,3360740.56,2782.07,1208,27720,22.95
P08390,家居升级版,2025-01-01,74.79,51.96,42.47,19.91,85.6,54.95,C,4846111.5,1404.67,3450,85995,24.93
P08391,男装特惠款,2025-01-13,81.15,38.41,14.29,73.8,7.83,43.1,D,54444.6,4537.05,12,342,28.5
P08392,美妆基础款,2025-01-10,7.73,64.24,54.15,4.17,5.2,27.1,D,1746588.66,360.94,4839,24849,5.14
P08393,家居限量款,2025-01-23,23.89,38.72,3.62,29.02,80.71,35.19,D,2668300.95,1065.19,2505,4214,1.68
P08394,男装限量款,2025-01-11,51.57,70.23,76.58,33.22,99.31,66.18,C,227155.12,56.06,4052,51161,12.63
P08395,女装基础款,2025-01-06,70.92,78.55,4.73,28.68,97.19,56.01,C,13641855.52,7876.36,1732,1810,1.05
P08396,女装基础款,2025-01-15,11.3,27.99,76.8,75.22,33.44,44.95,D,18785361.76,7145.44,2629,49023,18.65
P08397,男装升级版,2025-01-06,50.63,25.42,26.21,43.28,6.62,30.43,D,8342595.52,2845.36,2932,79215,27.02
P08398,美妆限量款,2025-01-30,92.12,72.08,99.43,55.31,64.8,76.75,B,10612584.32,4044.43,2624,29498,11.24
P08399,美妆基础款,2025-01-09,95.34,52.71,8.26,41.19,35.69,46.64,D,21433714.38,9001.98,2381,14597,6.13
P08400,家电升级版,2025-01-13,64.12,33.94,46.22,56.61,7.4,41.66,D,22850556.0,5512.8,4145,124098,29.94
P08401,男装基础款,2025-01-08,79.97,68.39,21.27,11.48,55.46,47.31,D,2018503.76,5545.34,364,10791,29.65
P08402,玩具升级版,2025-01-27,28.46,89.92,95.94,9.25,25.9,49.89,D,11067869.25,2540.25,4357,78415,18.0
P08403,食品限量款,2025-01-08,23.53,98.6,43.97,72.16,25.35,52.72,C,7353534.98,3981.34,1847,28665,15.52
P08404,食品特惠款,2025-01-19,99.98,92.7,86.03,64.92,67.97,82.32,B,8462350.87,2879.33,2939,6183,2.1
P08405,图书限量款,2025-01-13,91.1,36.84,57.28,88.44,0.32,54.8,C,27192529.0,5976.38,4550,91047,20.01
P08406,女装基础款,2025-01-20,85.08,53.41,46.48,19.65,23.28,45.58,D,1238929.24,8913.16,139,2723,19.59
P08407,男装基础款,2025-01-15,82.28,60.21,79.53,26.35,45.02,58.68,C,27046962.0,8241.0,3282,50512,15.39
P08408,女装限量款,2025-01-10,65.45,54.32,4.64,33.01,98.68,51.22,C,5605277.28,1723.64,3252,29801,9.16
P08409,女装升级版,2025-01-21,59.82,46.38,6.66,69.06,40.46,44.48,D,28031721.3,9438.29,2970,72054,24.26
P08410,玩具特惠款,2025-01-30,97.45,93.92,2.56,7.61,33.01,46.91,D,3807673.17,1161.23,3279,32370,9.87
P08411,家电升级版,2025-01-15,62.41,66.63,2.1,73.14,35.4,47.94,D,12829058.88,2599.08,4936,90584,18.35
P08412,美妆限量款,2025-01-17,72.12,16.48,57.72,66.28,55.93,53.71,C,42299365.82,9272.11,4562,125521,27.51
P08413,女装升级版,2025-01-01,73.68,11.99,56.12,42.0,33.53,43.46,D,5752136.0,1976.0,2911,56690,19.47
P08414,图书基础款,2025-01-03,72.26,62.37,15.42,83.78,2.82,47.33,D,31694801.28,6783.99,4672,30200,6.46
P08415,图书基础款,2025-01-07,68.34,84.07,90.29,62.53,98.89,80.82,B,17074232.77,7843.01,2177,55371,25.43
P08416,男装特惠款,2025-01-04,19.4,16.72,34.49,6.42,97.13,34.83,D,24621170.32,6036.08,4079,118663,29.09
P08417,玩具基础款,2025-01-02,90.53,15.93,52.46,10.18,64.44,46.71,D,6615011.92,2906.42,2276,23112,10.15
P08418,食品限量款,2025-01-15,29.64,0.28,91.89,95.42,93.6,62.17,C,6321265.59,1766.21,3579,26817,7.49
P08419,美妆限量款,2025-01-06,13.53,80.42,2.71,48.89,16.17,32.34,D,9207984.11,5095.73,1807,27779,15.37
P08420,男装升级版,2025-01-18,37.46,68.03,65.42,83.65,79.05,66.72,C,7393280.0,3891.2,1900,31307,16.48
P08421,食品特惠款,2025-01-12,90.05,63.81,66.47,39.33,55.53,63.04,C,15270753.96,3589.74,4254,101696,23.91
P08422,女装基础款,2025-01-03,71.82,53.87,65.49,43.2,65.91,60.06,C,6110437.06,1236.43,4942,29336,5.94
P08423,玩具基础款,2025-01-09,37.71,71.61,67.88,12.35,19.24,41.76,D,715715.94,216.49,3306,43134,13.05
P08424,食品限量款,2025-01-20,8.48,79.86,73.76,4.73,63.64,46.09,D,350353.5,667.34,525,10238,19.5
P08425,家居限量款,2025-01-07,5.57,88.83,28.91,99.64,21.28,48.85,D,43896726.3,8894.98,4935,144838,29.35
P08426,女装基础款,2025-01-14,46.24,45.46,8.1,59.01,37.36,39.23,D,31432901.36,8592.92,3658,96106,26.27
P08427,图书限量款,2025-01-07,6.92,89.31,8.55,13.97,57.25,35.2,D,8536811.6,5218.1,1636,32403,19.81
P08428,玩具限量款,2025-01-30,42.81,57.31,31.71,82.03,49.99,52.77,C,1163773.44,572.16,2034,44724,21.99
P08429,美妆升级版,2025-01-26,75.24,56.25,4.33,51.65,42.43,45.98,D,14363994.04,3132.14,4586,87068,18.99
P08430,家电基础款,2025-01-04,95.64,69.39,75.55,76.33,36.9,70.76,B,17317634.8,3466.3,4996,121123,24.24
P08431,女装限量款,2025-01-07,50.25,11.64,88.74,87.92,93.25,66.36,C,18736247.7,4058.1,4617,108144,23.42
P08432,图书特惠款,2025-01-06,57.96,83.15,66.17,10.26,56.76,54.86,C,40073527.8,8508.18,4710,61814,13.12
P08433,家电升级版,2025-01-06,27.52,63.9,6.14,28.92,1.02,25.5,D,2719685.9,3276.73,830,5778,6.96
P08434,男装特惠款,2025-01-11,1.73,8.39,49.61,4.94,33.63,19.66,D,882661.05,6538.23,135,298,2.21
P08435,女装特惠款,2025-01-11,46.24,25.05,66.23,26.15,35.12,39.76,D,4549552.44,1370.76,3319,4236,1.28
P08436,食品升级版,2025-01-11,76.69,77.06,33.31,28.52,52.77,53.67,C,18022404.4,8610.8,2093,42729,20.42
P08437,男装升级版,2025-01-19,78.95,25.58,70.05,78.77,31.24,56.92,C,284643.48,8625.56,33,49,1.48
P08438,食品特惠款,2025-01-16,22.16,53.69,75.51,66.71,78.99,59.41,C,13844210.71,3802.31,3641,80872,22.21
P08439,家电基础款,2025-01-25,8.53,36.65,73.26,66.67,93.12,55.65,C,6709949.53,2497.19,2687,38078,14.17
P08440,男装特惠款,2025-01-16,9.67,33.49,25.15,68.58,92.56,45.89,D,7934384.26,7141.66,1111,8890,8.0
P08441,玩具限量款,2025-01-23,14.25,43.65,51.61,18.02,87.66,43.04,D,27459685.35,9107.69,3015,47077,15.61
P08442,女装限量款,2025-01-30,81.73,69.59,57.64,90.87,58.08,71.58,B,1956795.75,1296.75,1509,12651,8.38
P08443,女装限量款,2025-01-19,7.17,37.94,48.51,20.09,3.03,23.35,D,18302104.8,4391.1,4168,66395,15.93
P08444,家电特惠款,2025-01-19,71.95,99.13,46.79,72.33,78.34,73.71,B,21416898.96,5747.96,3726,109860,29.48
P08445,图书基础款,2025-01-19,7.23,38.1,19.09,90.37,84.0,47.76,D,18920000.88,5029.24,3762,57762,15.35
P08446,玩具升级版,2025-01-03,56.82,48.01,3.3,88.98,70.3,53.48,C,15017696.84,7024.18,2138,40128,18.77
P08447,家居限量款,2025-01-30,76.68,87.7,82.5,11.16,81.12,67.83,C,7307470.72,7627.84,958,3799,3.97
P08448,美妆限量款,2025-01-15,81.19,86.45,0.36,86.09,80.64,66.95,C,2357713.8,2015.14,1170,28726,24.55
P08449,女装特惠款,2025-01-29,84.65,41.36,90.13,44.97,59.88,64.2,C,5275238.76,3574.01,1476,11572,7.84
P08450,家电限量款,2025-01-13,3.63,37.14,91.82,5.2,16.0,30.76,D,28510491.35,8442.55,3377,45013,13.33
P08451,美妆升级版,2025-01-19,39.65,94.36,76.86,56.54,77.28,68.94,C,38463450.38,8982.59,4282,16290,3.8
P08452,女装基础款,2025-01-09,30.21,2.64,12.24,40.99,50.17,27.25,D,3130527.93,743.77,4209,98843,23.48
P08453,食品限量款,2025-01-06,75.08,68.52,3.24,53.87,4.79,41.1,D,2833418.25,3609.45,785,16947,21.59
P08454,家电特惠款,2025-01-03,68.93,16.15,9.91,15.74,12.83,24.71,D,290264.16,3121.12,93,2054,22.09
P08455,男装升级版,2025-01-09,80.37,38.48,37.09,39.34,87.06,56.47,C,731281.46,7099.82,103,1576,15.3
P08456,家电限量款,2025-01-03,14.57,95.3,48.41,48.81,71.86,55.79,C,284955.0,5699.1,50,526,10.52
P08457,玩具限量款,2025-01-05,55.19,33.33,11.48,85.44,37.26,44.54,D,27592198.56,7230.66,3816,114413,29.98
P08458,图书升级版,2025-01-12,60.33,34.64,25.25,75.57,46.91,48.54,D,1047932.7,6164.31,170,1298,7.64
P08459,女装特惠款,2025-01-26,9.78,67.07,55.34,29.86,95.4,51.49,C,13313249.88,7208.04,1847,26525,14.36
P08460,家居特惠款,2025-01-12,39.89,75.0,43.26,59.43,79.77,59.47,C,3768305.82,1552.66,2427,68111,28.06
P08461,食品升级版,2025-01-14,98.63,0.04,72.54,42.39,61.76,55.07,C,4064084.64,2932.24,1386,16119,11.63
P08462,玩具限量款,2025-01-05,44.75,6.59,76.24,33.31,18.13,35.8,D,17262999.42,4649.34,3713,92474,24.91
P08463,女装限量款,2025-01-21,51.67,70.76,82.2,43.35,68.73,63.34,C,1446272.28,2363.19,612,4535,7.41
P08464,家居限量款,2025-01-24,51.66,90.18,11.72,60.46,97.74,62.35,C,6038615.34,3022.33,1998,56813,28.43
P08465,家电升级版,2025-01-06,52.12,6.86,14.22,75.22,66.46,42.98,D,14254217.38,4994.47,2854,48834,17.11
P08466,玩具特惠款,2025-01-09,92.27,54.46,57.55,94.97,70.38,73.93,B,16871047.5,7023.75,2402,59903,24.94
P08467,家电限量款,2025-01-02,40.83,55.53,66.03,83.0,92.73,67.62,C,20146848.14,6191.41,3254,48015,14.76
P08468,美妆特惠款,2025-01-28,13.09,87.81,57.36,64.46,16.47,47.84,D,8153572.1,2128.87,3830,17091,4.46
P08469,家居限量款,2025-01-13,69.34,32.11,7.23,59.3,54.19,44.43,D,8317730.59,3831.29,2171,27873,12.84
P08470,家居升级版,2025-01-23,65.74,92.23,57.98,44.76,61.75,64.49,C,144802.71,3712.89,39,801,20.54
